,paper.id,author,year,site,exp,tid,sid,soil.depth.inc,soil.depth.upper,soil.depth.lower,lat.x,long.x,continent,country,state,location,MAT,MAP,PET,climate,soil.type,per.sand,per.silt,per.clay,year.est,duration,field.history,exp.design,exp.arrangement,reps,plot.width,plot.length,tillage,tillage.details,tillage.depth,tillage.freq,crop.rotation.name,total.cropping.intensity,CC,perennial,crop.diversity,crop1.species,crop2.species,crop3.species,crop4.species,crop5.species,crop6.species,crop7.species,crop8.species,crop1.func.group,crop2.func.group,crop3.func.group,crop4.func.group,crop5.func.group,crop6.func.group,crop7.func.group,crop8.func.group,crop1.harvest,crop2.harvest,crop3.harvest,crop4.harvest,crop5.harvest,crop6.harvest,crop7.harvest,crop8.harvest,crop1.Nfert.rate,crop2.Nfert.rate,crop3.Nfert.rate,crop4.Nfert.rate,crop5.Nfert.rate,crop1.Pfert.rate,crop2.Pfert.rate,crop3.Pfert.rate,crop4.Pfert.rate,crop5.Pfert.rate,crop1.Kfert.rate,crop2.Kfert.rate,crop3.Kfert.rate,crop4.Kfert.rate,crop5.Kfert.rate,avg.Nfert.rate,avg.Pfert.rate,avg.Kfert.rate,fert.details,herbicide1,herbicide1.rate,herbicide2,herbicide2.rate,herbicide3,herbicide3.rate,herbicide.details,livestock.integration,livestock.stocking,grazing.duration,pasture.heights,livestock.details,soil.pH,density.separation,size.separation,SOC.determination.method,soil.BD,total.gC.kg.soil,total.gC.kg.soil.sd,maoc.gC.kg.soil,maoc.gC.kg.soil.sd,poc.gC.kg.soil,poc.gC.kg.soil.sd,total.MgC.ha,total.MgC.ha.sd,maoc.MgC.ha,maoc.MgC.ha.sd,poc.MgC.ha,poc.MgC.ha.sd
94,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,1,2,19.1.1,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.6,45.8,51.6,2008,4,fallow grassland,randomized complete block,NA,6,3.4,7.6,RT,strip tillage (0.4x15cm),15,1,corn-sugarbeet-soybean-corn,1,no,no,3,corn,sugarbeet,soybean,,,,,,grass,tuber,legume,,,,,,G,R,G,,,,,,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.58,NA,53,dry combustion,1.17,34.38,1.53,27.32,0.69032601,7.06,0.72,58.71,5.95,46.3197,2.483250053,12.3903,1.2636
95,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,1,3,19.1.1,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.6,45.8,51.6,2008,4,fallow grassland,randomized complete block,NA,6,3.4,7.6,NT,no tillage,0,0,corn-sugarbeet-soybean-corn,1,no,no,3,corn,sugarbeet,soybean,,,,,,grass,tuber,legume,,,,,,G,R,G,,,,,,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.58,NA,53,dry combustion,1.17,34.3,1.09,27.48,0.773584729,6.82,1.55,61.78,4.42,49.8109,2.11881099,11.9691,2.72025
96,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,2,1,19.1.2,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.1,46.7,51.3,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,CT,"chisel plow (fall), field cultivator (spring)",15,2,soybean-corn-sugarbeet,1,no,no,3,soybean,corn,sugarbeet,,,,,,legume,grass,tuber,,,,,,G,G,R,,,,,,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.66,NA,53,dry combustion,1.16,33.82,0.9,28.35,0.379868398,5.47,0.96,56.98,4.99,47.4622,1.519054974,9.5178,1.6704
97,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,2,2,19.1.2,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.1,46.7,51.3,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,RT,strip tillage (0.4x15cm),15,1,soybean-corn-sugarbeet,1,no,no,3,soybean,corn,sugarbeet,,,,,,legume,grass,tuber,,,,,,G,G,R,,,,,,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.66,NA,53,dry combustion,1.16,35.1,0.97,28.35,0.447679201,6.75,1.21,61.01,4.8,49.265,1.513073835,11.745,2.1054
98,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,2,3,19.1.2,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.1,46.7,51.3,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,NT,no tillage,0,0,soybean-corn-sugarbeet,1,no,no,3,soybean,corn,sugarbeet,,,,,,legume,grass,tuber,,,,,,G,G,R,,,,,,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.66,NA,53,dry combustion,1.16,34.72,1.19,27.85,0.494047906,6.87,1.23,62.16,4.8,50.2062,1.517136998,11.9538,2.1402
99,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,3,1,19.1.3,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.3,47.7,50,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,CT,"chisel plow (fall), field cultivator (spring)",15,2,corn-sugarbeet-soybean,1,no,no,3,corn,sugarbeet,soybean,,,,,,grass,tuber,legume,,,,,,G,R,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.96,NA,53,dry combustion,1.12,33.09,1.09,27.55,0.38031785,5.54,0.74,54.11,6.34,44.8028,1.865054652,9.3072,1.2432
100,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,3,2,19.1.3,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.3,47.7,50,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,RT,strip tillage (0.4x15cm),15,1,corn-sugarbeet-soybean,1,no,no,3,corn,sugarbeet,soybean,,,,,,grass,tuber,legume,,,,,,G,R,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.96,NA,53,dry combustion,1.12,34.43,2.22,27.12,0.747066485,7.31,1.33,60.44,7.1,48.1592,2.148692303,12.2808,2.2344
101,19,"R. Awale, A. Chatterjee and D. Franzen",2013,1,3,3,19.1.3,1,0,15,46.8833,96.8,N. America,USA,ND,Fargo,6.2,610,942,continental,Typic Epiaquerts/Typic Natraquerts,2.3,47.7,50,2005,6,continuous pinto beans,randomized complete block,NA,12,3.4,7.6,NT,no tillage,0,0,corn-sugarbeet-soybean,1,no,no,3,corn,sugarbeet,soybean,,,,,,grass,tuber,legume,,,,,,G,R,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ammonium nitrate and urea-amonium nitrate. N-fertilizer was only applied once during the final year (2011),Roundup Max,3.2,,NA,,NA,,no,0,0,NA,,7.96,NA,53,dry combustion,1.12,35.26,1.41,27.49,0.63536079,7.77,1.69,58.71,7.87,45.6564,2.415194206,13.0536,2.8392
102,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,1,23.1.1,1,0,7.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,continuous corn,1,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post)",NA,NA,NA,NA,NA,,no,0,0,NA,,6.2,NA,53,dry combustion,NA,18.2,1.084604818,14.1,0.869130601,4.1,0.596631427,NA,NA,NA,NA,NA,NA
103,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,1,23.1.1,2,7.5,15,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,continuous corn,1,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post)",NA,NA,NA,NA,NA,,no,0,0,NA,,6.2,NA,53,dry combustion,NA,13.4,0.798555196,10.2,0.628732775,3.2,0.465663552,NA,NA,NA,NA,NA,NA
104,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,1,23.1.1,3,15,22.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,continuous corn,1,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post)",NA,NA,NA,NA,NA,,no,0,0,NA,,6.2,NA,53,dry combustion,NA,11.7,0.697245954,9.2,0.567092307,2.5,0.36379965,NA,NA,NA,NA,NA,NA
105,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,1,23.1.1,4,22.5,30,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,continuous corn,1,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post)",NA,NA,NA,NA,NA,,no,0,0,NA,,6.2,NA,53,dry combustion,NA,10.5,0.625733549,8.3,0.511615886,2.2,0.320143692,NA,NA,NA,NA,NA,NA
106,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,2,23.1.1,1,0,7.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn-soybean,1,no,no,2,corn,soybean,,,,,,,grass,legume,,,,,,,G,G,,,,,,,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,16.5,0.983295577,13,0.801326086,3.5,0.50931951,NA,NA,NA,NA,NA,NA
107,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,2,23.1.1,2,7.5,15,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn-soybean,1,no,no,2,corn,soybean,,,,,,,grass,legume,,,,,,,G,G,,,,,,,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,14.1,0.840270766,11.3,0.69653729,2.8,0.407455608,NA,NA,NA,NA,NA,NA
108,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,2,23.1.1,3,15,22.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn-soybean,1,no,no,2,corn,soybean,,,,,,,grass,legume,,,,,,,G,G,,,,,,,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,11.9,0.709164689,9.7,0.597912541,2.2,0.320143692,NA,NA,NA,NA,NA,NA
109,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,2,23.1.1,4,22.5,30,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn-soybean,1,no,no,2,corn,soybean,,,,,,,grass,legume,,,,,,,G,G,,,,,,,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,11.9,0.709164689,9.8,0.604076588,2.1,0.305591706,NA,NA,NA,NA,NA,NA
110,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,3,23.1.1,1,0,7.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn/rye-soybean/wheat-cowpea,1.666666667,yes,no,5,corn,rye,soybean,wheat,cowpea,,,,grass,grass,legume,grass,legume,,,,G,N,G,G,N,,,,60,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,23.4,1.394491909,19.4,1.195825082,4,0.582079441,NA,NA,NA,NA,NA,NA
111,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,3,23.1.1,2,7.5,15,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn/rye-soybean/wheat-cowpea,1.666666667,yes,no,5,corn,rye,soybean,wheat,cowpea,,,,grass,grass,legume,grass,legume,,,,G,N,G,G,N,,,,60,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,17.5,1.042889248,14.3,0.881458694,3.2,0.465663552,NA,NA,NA,NA,NA,NA
112,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,3,23.1.1,3,15,22.5,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn/rye-soybean/wheat-cowpea,1.666666667,yes,no,5,corn,rye,soybean,wheat,cowpea,,,,grass,grass,legume,grass,legume,,,,G,N,G,G,N,,,,60,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans",no,0,0,NA,,6.2,NA,53,dry combustion,NA,11.8,0.703205322,9.1,0.56092826,2.7,0.392903622,NA,NA,NA,NA,NA,NA
113,23,"I. Aziz, T. Mahmood and K. R. Islam",2014,1,1,3,23.1.1,4,22.5,30,39.04167,-83.03333,N. America,USA,OH,Piketon,12,960,1205,temperate,Fluventic Hapludoll,21,55,24,2002,6,conventional agriculture,randomized complete block,NA,3,40,100,CT,"chisel plow, disk plow",NA,2,corn/rye-soybean/wheat-cowpea,1.666666667,yes,no,5,corn,rye,soybean,wheat,cowpea,,,,grass,grass,legume,grass,legume,,,,G,N,G,G,N,,,,60,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urea-ammonium nitrate,"Atrazine (pre), Acetochlor (pre), Dicamba (post), Nicosulfuron (post), Glyphosate (pre/post)",NA,NA,NA,NA,NA,"Atrazine, acetochlor, dicamba, nicosulfuron applied to corn. Glyphosate applied to soybeans. Dicamba applied to wheat",no,0,0,NA,,6.2,NA,53,dry combustion,NA,10.9,0.649571017,8.6,0.530108026,2.3,0.334695678,NA,NA,NA,NA,NA,NA
114,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,1,33.1.1,1,0,2.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,fallow-corn,0.5,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.42,15.49295775,1.420516394,12.3943662,2.354929577,3.098591549,0.712676056,5.5,0.50428332,4.4,0.836,1.1,0.253
115,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,1,33.1.1,2,2.5,7.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,fallow-corn,0.5,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.58,11.51898734,0.819257939,10.50632911,1.365822785,1.012658228,0.384810127,9.1,0.647213772,8.3,1.079,0.8,0.304
116,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,1,33.1.1,3,7.5,17.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,fallow-corn,0.5,no,no,1,corn,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.6,9.5625,0.521541186,8.9375,0.89375,0.625,0.13125,15.3,0.834465897,14.3,1.43,1,0.21
117,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,2,33.1.1,1,0,2.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,oat + common vetch/corn + cowpea,4,yes,no,4,oat,common vetch,corn,cowpea,,,,,grass,legume,grass,legume,,,,,G,N,G,N,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.54,23.63636364,2.10734419,17.92207792,3.405194805,5.714285714,1.314285714,9.1,0.811327513,6.9,1.311,2.2,0.506
118,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,2,33.1.1,2,2.5,7.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,oat + common vetch/corn + cowpea,4,yes,no,4,oat,common vetch,corn,cowpea,,,,,grass,legume,grass,legume,,,,,G,N,G,N,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.58,15.94936709,1.132884284,14.17721519,1.843037975,1.772151899,0.673417722,12.6,0.894978584,11.2,1.456,1.4,0.532
119,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,2,33.1.1,3,7.5,17.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,oat + common vetch/corn + cowpea,4,yes,no,4,oat,common vetch,corn,cowpea,,,,,grass,legume,grass,legume,,,,,G,N,G,N,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.66,11.20481928,0.604746972,10.30120482,1.030120482,0.903614458,0.189759036,18.6,1.003879973,17.1,1.71,1.5,0.315
120,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,3,33.1.1,1,0,2.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,pigeon pea/corn + pigeon pea,3,yes,yes,2,pigeon pea,corn,,,,,,,legume,grass,,,,,,,N,G,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.39,32.23021583,2.750529229,21.29496403,4.046043165,10.9352518,2.515107914,11.2,0.955808907,7.4,1.406,3.8,0.874
121,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,3,33.1.1,2,2.5,7.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,pigeon pea/corn + pigeon pea,3,yes,yes,2,pigeon pea,corn,,,,,,,legume,grass,,,,,,,N,G,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.41,18.72340426,1.350389623,15.74468085,2.046808511,2.978723404,1.131914894,13.2,0.952024685,11.1,1.443,2.1,0.798
122,33,"C. Bayer, L. Martin-Neto, J. Mielniczuk, C. N. Pillon and L. Sangoi",2001,1,1,3,33.1.1,3,7.5,17.5,-30.84778,-51.63556,S. America,Brazil,Rio Grande do Sul,Federal University,19.4,1440,1338,subtropical,Typic Paleudult,54,24,22,1983,12,conventional agriculture,randomized complete block,NA,3,4,5,NT,no tillage,0,0,pigeon pea/corn + pigeon pea,3,yes,yes,2,pigeon pea,corn,,,,,,,legume,grass,,,,,,,N,G,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,NA,NA,53,wet oxidation,1.52,12.76315789,0.69527875,11.90789474,1.190789474,0.855263158,0.179605263,19.4,1.0568237,18.1,1.81,1.3,0.273
123,34,"C. Bayer, J. Mielniczuk, E. Giasson, L. Martin-Neto and A. Pavinato",2006,1,1,1,34.1.1,1,0,20,-16.2506,-47.9261,S. America,Brazil,Goias,Luziania,23.8,1581,1522,tropical savanna,Haplic Ferralsol,35,30,35,1992,9,conventional agriculture,randomized complete block,NA,3,NA,NA,CT,"2 heavy disk harrow (20cm), 2 disk (10cm)",20,1,soybean-soybean-corn-soybean-soybean-corn-soybean-corn,1,no,no,2,soybean,corn,,,,,,,legume,grass,,,,,,,G,G,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,5.1,NA,53,wet oxidation,NA,NA,NA,NA,NA,NA,NA,38.66,2.85849225,28.92,2.097397228,9.74,1.650184105
